Time,Open,High,Low,Close,Volume,Trades
1672669800,4.4793,4.4847,4.4793,4.4847,3024.50675254,14
1672670700,4.486,4.486,4.4859,4.486,64.28587256,5
1672671600,4.4932,4.4937,4.4875,4.4906,2125.78898049,18
1672672500,4.4948,4.4985,4.489,4.489,127.87755867,7
1672673400,4.4895,4.5111,4.4895,4.5111,748.13416225,22
1672674300,4.5116,4.5116,4.4985,4.5008,1325.15437423,22
1672675200,4.5005,4.5044,4.4961,4.5044,584.29548594,9
1672676100,4.5036,4.5036,4.502,4.502,38.76693238,2
1672677000,4.5021,4.534,4.5002,4.5194,20543.40928613,65
1672677900,4.5174,4.5184,4.5101,4.5105,342.98099882,10
1672678800,4.5058,4.5141,4.5058,4.5141,2261.97,15
1672679700,4.5029,4.5029,4.489,4.4935,10549.11250334,48
1672680600,4.4973,4.4974,4.493,4.493,346.13966591,9
1672681500,4.493,4.4938,4.4899,4.4938,689.73483319,14
1672682400,4.4981,4.4997,4.4981,4.4997,68.47104359,3
1672683300,4.4997,4.5,4.4941,4.4941,46138.11678547,142
1672684200,4.4973,4.5094,4.4973,4.5094,2167.54132799,19
1672685100,4.5108,4.5119,4.505,4.5059,270.18707782,14
1672686000,4.5091,4.5096,4.509,4.5096,636.9013221,4
1672686900,4.515,4.518,4.5143,4.5162,6016.9501078,39
1672687800,4.5156,4.5156,4.5137,4.5145,228.91012344,6
1672688700,4.5157,4.5234,4.5157,4.5204,794.89998528,13
1672689600,4.519,4.519,4.5119,4.5146,344.08927979,9
1672690500,4.5133,4.5134,4.5132,4.5134,17.84093374,4
1672691400,4.5159,4.5159,4.5069,4.507,2856.52607225,14
1672692300,4.5052,4.5052,4.5,4.5011,8160.78571485,39
1672693200,4.5052,4.5077,4.5024,4.5065,736.61012837,16
1672694100,4.5064,4.5064,4.4958,4.4958,1965.39555931,22
1672695000,4.4964,4.5012,4.4964,4.4998,158.12669891,7
1672695900,4.5018,4.5201,4.5013,4.5086,585.01369351,13
1672696800,4.5065,4.5065,4.5029,4.5029,73.23114853,6
1672697700,4.5023,4.503,4.5023,4.5026,3.0,3
1672698600,4.5023,4.5024,4.492,4.4941,93.14471365,7
1672699500,4.4951,4.4956,4.48,4.4872,7344.25228722,34
1672700400,4.4792,4.4928,4.478,4.4928,1882.98124527,15
1672701300,4.4919,4.4965,4.4919,4.4965,328.10098521,9
1672702200,4.4976,4.501,4.4944,4.4964,650.56518817,15
1672703100,4.49,4.49,4.4838,4.4876,42.22224919,5
1672704000,4.4911,4.4964,4.489,4.4937,2905.60152346,23
1672704900,4.4938,4.4938,4.4902,4.4902,24.25535796,4
1672705800,4.4913,4.5037,4.4913,4.5015,643.52999999,4
1672706700,4.5015,4.5021,4.4987,4.4992,817.30525845,10
1672707600,4.4995,4.5,4.4966,4.4966,88.77431695,6
1672708500,4.49,4.49,4.4584,4.4734,2612.41149468,25
1672709400,4.4738,4.4829,4.4738,4.4829,772.2117211,3
1672710300,4.4839,4.4839,4.4758,4.477,710.92754748,9
1672711200,4.4875,4.4926,4.4872,4.4926,477.142,10
1672712100,4.4932,4.4961,4.4878,4.4899,2101.59722169,29
1672713000,4.4916,4.493,4.4875,4.4877,479.65146052,8
1672713900,4.4875,4.4875,4.4869,4.4869,1034.91399703,9
1672714800,4.4825,4.483,4.48,4.4825,1379.0628369,16
1672715700,4.4807,4.4922,4.4807,4.492,721.0443237,8
1672716600,4.4932,4.5,4.4923,4.4923,681.98324515,18
1672717500,4.4923,4.4929,4.4922,4.4922,290.06325248,7
1672718400,4.4916,4.4916,4.4875,4.4902,834.94525468,8
1672719300,4.4832,4.4857,4.4809,4.4857,4.81676272,4
1672720200,4.4866,4.4888,4.4844,4.4888,205.65575312,9
1672721100,4.4888,4.4888,4.4844,4.4844,2235.6266,14
1672722000,4.4866,4.4896,4.4839,4.4896,813.51004292,16
1672722900,4.4979,4.503,4.4979,4.501,838.07767344,11
1672723800,4.5061,4.5061,4.5061,4.5061,1.11607142,1
1672724700,4.5103,4.511,4.5099,4.511,379.28426449,10
1672725600,4.511,4.534,4.511,4.5224,1203.80593305,29
1672726500,4.5179,4.5332,4.5179,4.5332,16.33817626,3
1672727400,4.534,4.5416,4.5167,4.5167,876.36528173,20
1672728300,4.5133,4.5134,4.5072,4.5072,52.31910783,15
1672729200,4.5116,4.5116,4.5078,4.5078,5.985,2
1672730100,4.5133,4.5133,4.4995,4.5,311.62469018,11
1672731000,4.5036,4.5083,4.5036,4.5083,10.34606952,2
1672731900,4.5134,4.5134,4.5094,4.5094,6.83109753,5
1672732800,4.5167,4.5188,4.5097,4.5097,2052.76848699,38
1672733700,4.5032,4.5032,4.4978,4.4996,43.28680762,11
1672734600,4.5005,4.5005,4.4913,4.4913,714.29533738,26
1672735500,4.4979,4.5056,4.4904,4.5043,9024.0796875,30
1672736400,4.5107,4.5107,4.5081,4.5081,344.81084343,6
1672737300,4.5192,4.5224,4.5192,4.5218,94.02,9
1672738200,4.526,4.5315,4.526,4.5307,3660.74107853,20
1672739100,4.5321,4.5353,4.5312,4.534,2241.07794903,29
1672740000,4.5328,4.5328,4.5262,4.5262,152.30234795,7
1672741800,4.5322,4.5348,4.5288,4.5348,569.95574102,8
1672742700,4.5327,4.5327,4.5284,4.5284,1516.53259718,18
1672743600,4.5263,4.5284,4.5263,4.5284,230.3,5
1672744500,4.5274,4.5276,4.5144,4.523,16927.51845198,89
1672745400,4.5207,4.528,4.5207,4.5263,828.44500008,11
1672746300,4.5135,4.5191,4.5135,4.5179,161.93284713,9
1672747200,4.5215,4.5294,4.5212,4.5253,710.92755654,7
1672748100,4.5251,4.5278,4.523,4.5263,183.7782743,10
1672749000,4.5243,4.5282,4.5222,4.5282,658.60469542,10
1672749900,4.5276,4.5276,4.515,4.515,2706.22118164,31
1672750800,4.5204,4.5226,4.5204,4.5226,221.06180097,6
1672751700,4.5222,4.5257,4.5222,4.5257,901.21592579,12
1672752600,4.5193,4.5193,4.5193,4.5193,0.38,1
1672753500,4.5213,4.5235,4.517,4.5175,1025.98881883,12
1672754400,4.5189,4.5299,4.5189,4.5281,151.80942737,10
1672755300,4.5342,4.5342,4.5213,4.5213,1716.9069875,28
1672756200,4.531,4.5413,4.5269,4.5408,832.87878713,27
1672757100,4.5342,4.5351,4.4901,4.4946,16738.20700456,69
1672758000,4.4923,4.5141,4.4923,4.5141,460.99878593,9
1672758900,4.5061,4.5106,4.4938,4.5,1635.90654311,20
1672759800,4.5004,4.506,4.4908,4.506,1212.66272617,16
1672760700,4.5036,4.5075,4.5001,4.5058,1439.25165177,20
1672761600,4.5073,4.5194,4.5025,4.5026,1122.8834226,19
1672762500,4.5049,4.5141,4.5032,4.5032,1063.18532114,28
1672763400,4.507,4.5139,4.507,4.5139,1192.21258432,11
1672764300,4.5139,4.5139,4.4946,4.4946,1420.26549735,25
1672765200,4.4919,4.5044,4.4919,4.5032,83.58317356,7
1672766100,4.5049,4.5049,4.492,4.4948,1038.59168826,31
1672767000,4.4931,4.4973,4.4863,4.4863,2255.42839179,13
1672767900,4.487,4.4876,4.484,4.4864,54.87994817,6
1672768800,4.4868,4.4868,4.4836,4.4836,540.85329062,7
1672769700,4.4846,4.4945,4.4807,4.4945,10570.82591968,33
1672770600,4.4989,4.4989,4.4916,4.4935,661.56736636,11
1672771500,4.4935,4.4935,4.4877,4.4888,1816.24476363,20
1672772400,4.4914,4.4914,4.4855,4.4855,53.60452486,2
1672773300,4.4921,4.5055,4.492,4.5055,3962.35489382,13
1672774200,4.5048,4.5048,4.4963,4.4986,1416.71102671,11
1672775100,4.5109,4.5127,4.5064,4.5064,738.80209409,11
1672776000,4.5129,4.52,4.5129,4.5195,734.52723733,8
1672776900,4.52,4.5229,4.5159,4.5182,5180.57055789,37
1672777800,4.5191,4.5209,4.5171,4.5171,1392.30442557,14
1672778700,4.5184,4.5185,4.5148,4.5149,901.39236806,11
1672779600,4.5196,4.5196,4.5092,4.5092,92.28996479,12
1672780500,4.5105,4.5115,4.5102,4.5113,346.22879986,7
1672781400,4.5105,4.5149,4.509,4.5144,2068.68686203,18
1672782300,4.5107,4.5107,4.509,4.509,50.0,2
1672783200,4.5089,4.5121,4.5089,4.5099,568.36566764,8
1672784100,4.5075,4.5075,4.5047,4.5047,221.1310611,3
1672785000,4.5056,4.51,4.5035,4.5035,32.93540491,4
1672785900,4.5086,4.5109,4.5076,4.5109,4793.57970897,13
1672786800,4.511,4.5212,4.511,4.5188,1268.61106934,16
1672787700,4.5195,4.5203,4.5157,4.5157,215.17878352,5
1672788600,4.5177,4.5184,4.5167,4.5184,714.74743784,8
1672789500,4.5213,4.5251,4.5213,4.5238,1810.16237623,7
1672790400,4.5238,4.5358,4.5238,4.5346,5661.37314088,32
1672791300,4.537,4.5468,4.537,4.5468,1290.47933762,21
1672792200,4.5463,4.5463,4.5363,4.5363,780.61535157,6
1672793100,4.5323,4.5332,4.5321,4.5332,1252.22500984,7
1672794000,4.5394,4.58,4.5394,4.5791,5699.31628352,47
1672794900,4.5702,4.6168,4.5702,4.5946,22255.88908678,73
1672795800,4.5968,4.6266,4.5968,4.6071,3754.69353178,37
1672796700,4.6113,4.6259,4.6113,4.6235,2479.58633463,33
1672797600,4.6254,4.6352,4.6237,4.6237,18437.43077519,36
1672798500,4.6211,4.6312,4.6194,4.6259,12493.62664893,42
1672799400,4.6195,4.6571,4.6195,4.6522,14379.36257677,63
1672800300,4.6451,4.6568,4.6411,4.6562,1518.64901798,15
